COUNTY,DISTRICT_NAME,DIST_CODE,K-12_2015-2016_TOTAL AID,EQUALIZATION_AID,EDUCATIONAL_ADEQUACY_AID,CHOICE_AID,TRANSPORTATION_AID,SPECIAL_EDUCATION_CATEGORICAL_AID,SECURITY_AID,UNDER_ADEQUACY_AID,SUPPLEMENTAL_ENROLLMENT_GROWTH_AID,PARCC_READINESS_AID,PER_PUPIL_GROWTH_AID,ADJUSTMENT_AID,ADDITIONAL_ADJUSTMENT_AID,PROFESSIONAL_LEARNING_COMMUNITY_AID,HOST_DISTRICT_SUPPORT_AID,K-12_2016-2017_TOTAL_AID,ONE _YEAR_AID_CHANGE,%_AID_CHANGE
HUNTERDON,HUNTERDON CO VOCATIONAL,2308,"930,643","241,040",0,0,0,"132,571","17,448",0,0,"2,080","2,080","529,253","6,171","2,640",0,"933,283","2,640",0.30%
HUNTERDON,KINGWOOD TWP,2450,"1,305,357","441,447",0,"121,930","157,946","244,823","31,021",0,0,"3,440","3,440","301,310",0,"3,160",0,"1,308,517","3,160",0.20%
HUNTERDON,LEBANON BORO,2590,"187,103",0,0,"38,478","14,601","65,216","8,174",0,0,"1,050","1,050",0,"61,273","1,250",0,"191,092","3,989",2.10%
HUNTERDON,LEBANON TWP,2600,"2,350,544","1,058,133",0,"277,650","335,006","429,461","54,166",0,0,"6,940","6,940","126,718","55,530","6,220",0,"2,356,764","6,220",0.30%
HUNTERDON,MILFORD BORO,3180,"333,790","202,744",0,"66,906","2,238","58,167","1,915",0,0,910,910,0,0,760,0,"334,550",760,0.20%
HUNTERDON,N HUNT/VOORHEES REGIONAL,3660,"5,527,213","3,405,928",0,0,"282,618","1,738,465","44,422",0,0,"27,890","27,890",0,0,"27,110",0,"5,554,323","27,110",0.50%
HUNTERDON,READINGTON TWP,4350,"1,402,420",0,0,0,"180,177","1,116,747","69,578",0,0,"16,410","16,410",0,"9,488","15,980",0,"1,424,790","22,370",1.60%
HUNTERDON,TEWKSBURY TWP,5180,"849,868",0,0,"296,585","101,537","345,703","56,555",0,0,"6,530","6,530",0,"38,685","5,760",0,"857,885","8,017",0.90%
HUNTERDON,UNION TWP,5270,"568,554",0,0,0,"211,819","297,451","36,554",0,0,"4,615","4,615","14,726","2,449","4,325",0,"576,554","8,000",1.40%
MERCER,EAST WINDSOR REGIONAL,1245,"18,498,845","14,555,021",0,0,"464,451","2,987,642","524,828",0,0,"49,945","49,945",0,0,"49,970",0,"18,681,802","182,957",1.00%
MERCER,EWING TWP,1430,"9,596,654","6,810,851",0,0,"262,252","2,237,280","249,993",0,0,"36,200","36,200",0,1,"35,310",0,"9,668,087","71,433",0.70%
MERCER,HAMILTON TWP,1950,"73,604,266","64,409,125",0,0,"824,097","7,629,324","630,559","40,007",0,"120,020","120,020",0,0,"114,950",0,"73,888,102","283,836",0.40%
MERCER,HOPEWELL VALLEY REGIONAL,2280,"2,736,935",0,0,"230,418","389,553","2,049,948","62,529",0,0,"35,060","35,060",0,0,"35,880",0,"2,838,448","101,513",3.70%
MERCER,LAWRENCE TWP,2580,"3,464,314",0,0,0,"653,820","2,323,116","421,512",0,0,"40,410","40,410",0,0,"39,090",0,"3,518,358","54,044",1.60%
MERCER,MERCER COUNTY VOCATIONAL,3105,"2,410,398","2,042,056",0,0,0,"228,891","45,080",0,0,"4,260","4,260","103,021",0,"5,070",0,"2,432,638","22,240",0.90%
MERCER,PRINCETON,4255,"3,429,578",0,0,0,"845,567","2,140,906","300,916",0,0,"34,020","34,020","107,606",0,"35,810",0,"3,498,845","69,267",2.00%
MERCER,TRENTON CITY,5210,"228,081,033","191,685,206",0,0,"2,852,217","8,404,818","5,139,428",0,0,"136,000","136,000","20,438,575",0,"141,530",0,"228,933,774","852,741",0.40%
MERCER,ROBBINSVILLE TWP,5510,"2,437,059","106,084",0,0,"234,078","1,758,251","148,695","154,758",0,"29,880","29,880",0,0,"30,130",0,"2,491,756","54,697",2.20%
MERCER,W WINDSOR-PLAINSBORO REG,5715,"7,466,524","546,130",0,0,"905,779","5,684,907","173,051",0,0,"94,710","94,710",0,0,"93,865",0,"7,593,152","126,628",1.70%
MIDDLESEX,CARTERET BORO,750,"26,844,138","23,633,042",0,0,"137,540","2,287,579","420,092","500,000",0,"36,940","36,940",0,0,"36,610",0,"27,088,743","244,605",0.90%
MIDDLESEX,CRANBURY TWP,970,"466,503",0,0,0,"65,882","373,733","13,756",0,0,"7,650","7,650",0,0,"7,370",0,"476,041","9,538",2.00%
MIDDLESEX,DUNELLEN BORO,1140,"5,438,712","4,510,934",0,0,"21,220","703,414","65,057","159,306",0,"11,620","11,620",0,0,"11,220",0,"5,494,391","55,679",1.00%
MIDDLESEX,EAST BRUNSWICK TWP,1170,"17,844,870","11,737,848",0,0,"679,647","5,152,548","176,418",0,0,"83,350","83,350",0,1,"82,110",0,"17,995,272","150,402",0.80%
MIDDLESEX,EDISON TWP,1290,"13,781,485","3,547,227",0,0,"960,826","8,719,977","375,345",0,0,"142,270","142,270",0,0,"147,575",0,"14,035,490","254,005",1.80%
MIDDLESEX,HIGHLAND PARK BORO,2150,"3,628,151","2,584,331",0,0,"76,509","901,509","47,872",0,0,"15,870","15,870",0,0,"16,510","18,313","3,676,784","48,633",1.30%
MIDDLESEX,JAMESBURG BORO,2370,"5,028,099","4,207,435",0,0,"21,181","554,153","101,794","166,255",0,"9,480","9,480",0,0,"9,000",0,"5,078,778","50,679",1.00%
MIDDLESEX,METUCHEN BORO,3120,"1,051,417",0,0,0,"65,404","908,249","40,769",0,0,"21,075","21,075",0,0,"22,010",626,"1,079,208","27,791",2.60%
MIDDLESEX,MIDDLESEX BORO,3140,"8,831,408","7,392,727",0,0,"95,137","1,286,114","75,430","3,249",0,"21,080","21,080",0,0,"20,260",0,"8,915,077","83,669",0.90%
MIDDLESEX,MIDDLESEX CO VOCATIONAL,3150,"13,187,412","11,964,298",0,0,0,"1,159,017","117,501",0,0,"20,160","20,160",0,0,"21,280",0,"13,302,416","115,004",0.90%
MIDDLESEX,MILLTOWN BORO,3220,"1,129,475","448,868",0,0,"71,990","574,661","19,429",0,0,"9,575","9,575",0,0,"9,990","1,158","1,145,246","15,771",1.40%
MIDDLESEX,MONROE TWP,3290,"2,755,488",0,0,0,"570,717","1,976,819","103,764",0,0,"58,980","58,980",0,0,"62,515",403,"2,832,178","76,690",2.80%
MIDDLESEX,NEW BRUNSWICK CITY,3530,"122,777,268","113,711,960",0,0,"1,094,627","5,137,506","3,496,087","26,657",0,"88,500","88,500",0,0,"95,880","167,017","123,906,734","1,129,466",0.90%
MIDDLESEX,NORTH BRUNSWICK TWP,3620,"11,702,484","6,617,008",0,0,"494,496","3,679,455","553,681","329,331",0,"63,190","63,190",0,0,"62,140",0,"11,862,491","160,007",1.40%
MIDDLESEX,OLD BRIDGE TWP,3845,"44,635,937","36,713,533",0,0,"958,933","5,572,334","835,366",0,0,"86,680","86,680",0,"437,066","89,150",0,"44,779,742","143,805",0.30%
MIDDLESEX,PERTH AMBOY CITY,4090,"159,990,923","136,453,716","11,689,337",0,"1,705,200","5,988,488","4,265,067",0,0,"99,740","99,740",0,0,"101,300",0,"160,402,588","411,665",0.30%
MIDDLESEX,PISCATAWAY TWP,4130,"15,709,704","9,687,325",0,0,"580,045","4,407,101","613,955","403,614",0,"73,450","73,450",0,0,"72,250",0,"15,911,190","201,486",1.30%
MIDDLESEX,SAYREVILLE BORO,4660,"21,099,588","15,439,972",0,0,"573,421","3,677,408","955,521","500,000",0,"61,380","61,380",0,0,"61,860",0,"21,330,942","231,354",1.10%
MIDDLESEX,SOUTH AMBOY CITY,4830,"6,595,806","5,719,489",0,0,"49,331","686,228","63,955","75,497",0,"11,320","11,320",0,0,"10,720",0,"6,627,860","32,054",0.50%
MIDDLESEX,SOUTH BRUNSWICK TWP,4860,"23,395,241","17,015,512",0,0,"711,504","5,479,892","183,321",0,0,"87,450","87,450",0,0,"86,150",0,"23,651,279","256,038",1.10%
MIDDLESEX,SOUTH PLAINFIELD BORO,4910,"9,132,098","6,636,433",0,0,"121,052","2,227,684","112,479",0,0,"34,410","34,410",0,0,"33,710",0,"9,200,178","68,080",0.70%
MIDDLESEX,SOUTH RIVER BORO,4920,"12,905,120","10,618,713",0,0,"112,277","1,448,923","287,765","500,000",0,"23,460","23,460",0,0,"22,290",0,"13,036,888","131,768",1.00%
MIDDLESEX,SPOTSWOOD,4970,"6,071,713","5,056,213",0,0,"63,438","923,046","36,526","6,761",0,"14,750","14,750",0,0,"14,790",0,"6,130,274","58,561",1.00%
MIDDLESEX,WOODBRIDGE TWP,5850,"23,621,418","13,851,438",0,0,"911,488","7,858,506","841,063","71,504",0,"132,265","132,265",0,0,"135,310",621,"23,934,460","313,042",1.30%
MONMOUTH,ALLENHURST,50,"47,745",0,0,0,"19,617",198,172,0,0,30,30,"27,815",0,60,0,"47,922",177,0.40%
MONMOUTH,ASBURY PARK CITY,100,"55,407,010","28,163,553",0,0,"380,652","1,392,679","1,000,414",0,0,"23,420","23,420","24,422,872",0,"22,850",0,"55,429,860","22,850",0.00%
MONMOUTH,ATLANTIC HIGHLANDS BORO,130,"154,342",0,0,0,"3,850","139,346","6,263",0,0,"2,810","2,810",0,0,"2,960",0,"158,039","3,697",2.40%
MONMOUTH,AVON BORO,180,"175,564",0,0,0,"20,693","111,627","16,622",0,"24,120","1,590","1,590",0,"1,511","1,570",0,"179,323","3,759",2.10%
MONMOUTH,BELMAR BORO,270,"980,970",0,0,0,"124,664","320,357","136,708",0,0,"5,650","5,650","396,805",0,"5,670",0,"995,504","14,534",1.50%
MONMOUTH,BRADLEY BEACH BORO,500,"1,062,509",0,0,0,"81,273","210,689","93,889",0,0,"3,800","3,800","674,206",0,"3,790",0,"1,071,447","8,938",0.80%
MONMOUTH,BRIELLE BORO,560,"430,068",0,0,0,"39,481","349,461","14,351",0,0,"8,060","8,060",0,"13,186","7,800",0,"440,399","10,331",2.40%
MONMOUTH,COLTS NECK TWP,945,"997,628",0,0,0,"192,084","688,486","89,090",0,0,"9,330","9,330",0,"13,941","8,600",0,"1,010,861","13,233",1.30%
MONMOUTH,DEAL BORO,1000,"2,083,568",0,0,"1,785,366","31,676","42,805","5,902","57,916","33,201","2,720","2,720",0,"138,303","1,930",0,"2,102,539","18,971",0.90%
MONMOUTH,EATONTOWN BORO,1260,"3,824,839","728,620",0,0,"259,295","653,864","228,617",0,0,"10,570","10,570","1,949,536",0,"10,500",0,"3,851,572","26,733",0.70%
MONMOUTH,FAIR HAVEN BORO,1440,"423,524",0,0,0,"11,599","377,743","16,914",0,0,"9,715","9,715",0,0,"9,470",0,"435,156","11,632",2.70%
MONMOUTH,FARMINGDALE BORO,1490,"780,516","503,025",0,0,"2,836","84,317","16,038",0,0,"1,440","1,440","174,253",0,"1,580",0,"784,929","4,413",0.60%
MONMOUTH,FREEHOLD BORO,1640,"9,643,250","8,149,685",0,0,"54,775","842,591","212,987","435,142",0,"15,960","15,960",0,0,"16,920",0,"9,744,020","100,770",1.00%
MONMOUTH,FREEHOLD REGIONAL,1650,"51,453,953","40,713,982",0,0,"1,110,522","7,030,185","735,594",0,0,"113,720","113,720",0,"1,636,230","110,130",0,"51,564,083","110,130",0.20%
MONMOUTH,FREEHOLD TWP,1660,"4,201,528","1,100,169",0,0,"333,183","2,615,763","93,758",0,0,"39,120","39,120",0,1,"36,890",0,"4,258,004","56,476",1.30%
MONMOUTH,HAZLET TWP,2105,"12,666,951","10,451,173",0,0,"180,190","1,936,203","71,011",0,0,"30,220","30,220",0,0,"28,930",0,"12,727,947","60,996",0.50%
MONMOUTH,HENRY HUDSON REGIONAL,2120,"797,840",0,0,0,"176,780","240,247","60,908",0,0,"3,030","3,030","313,845",0,"2,790",0,"800,630","2,790",0.30%
MONMOUTH,HIGHLANDS BORO,2160,"638,065",0,0,0,"42,233","93,355","48,185",0,"88,935","1,640","1,640","364,545",0,"1,700",0,"642,233","4,168",0.70%
MONMOUTH,HOLMDEL TWP,2230,"1,835,746",0,0,0,"311,207","1,335,209","139,118",0,0,"29,345","29,345",0,0,"28,505",0,"1,872,729","36,983",2.00%
MONMOUTH,HOWELL TWP,2290,"33,100,120","27,465,312",0,0,"619,299","3,740,074","517,479",0,0,"61,270","61,270",0,"635,416","58,000",0,"33,158,120","58,000",0.20%
MONMOUTH,INTERLAKEN,2320,"61,636",0,0,0,"26,196","10,553","1,612","5,877",0,500,500,"16,821",0,400,0,"62,459",823,1.30%
MONMOUTH,KEANSBURG BORO,2400,"27,334,659","16,973,265",0,"9,886","244,350","901,656","535,157",0,0,"14,030","14,030","8,642,285",0,"13,310",0,"27,347,969","13,310",0.00%
MONMOUTH,KEYPORT BORO,2430,"5,445,573","4,843,866",0,0,"17,999","543,225","62,410",0,0,"8,390","8,390",0,0,"8,950",0,"5,493,230","47,657",0.90%
MONMOUTH,LITTLE SILVER BORO,2720,"311,564",0,0,0,"12,408","270,349","13,628",0,0,"8,430","8,430",0,0,"8,410",0,"321,655","10,091",3.20%
MONMOUTH,LONG BRANCH CITY,2770,"42,188,021","36,988,065",0,0,"640,488","2,847,549","1,839,720","76,031",0,"48,780","48,780",0,0,"50,950",0,"42,540,363","352,342",0.80%
MONMOUTH,MANALAPAN-ENGLISHTOWN REG,2920,"19,787,590","12,610,419",0,0,"2,122,959","3,077,364","403,710",0,0,"48,185","48,185","1,407,425","69,343","49,510",0,"19,837,100","49,510",0.30%
MONMOUTH,MANASQUAN BORO,2930,"586,048",0,0,0,"26,032","515,757","20,069",0,0,"9,560","9,560","20,596",0,"9,300",0,"610,874","24,826",4.20%
MONMOUTH,MARLBORO TWP,3030,"11,603,887","6,247,588",0,0,"437,531","3,375,643","349,448",0,0,"50,140","50,140","532,737","560,660","47,655",0,"11,651,542","47,655",0.40%
MONMOUTH,MATAWAN-ABERDEEN REGIONAL,3040,"12,180,468","9,261,797",0,0,"223,359","2,297,673","116,557",0,0,"37,880","37,880",0,"259,694","37,610",0,"12,272,450","91,982",0.80%
MONMOUTH,MIDDLETOWN TWP,3160,"17,704,632","966,925",0,0,"2,899,811","6,138,424","839,030",0,0,"96,610","96,610","6,694,364","12,371","94,450",0,"17,838,595","133,963",0.80%
MONMOUTH,MILLSTONE TWP,3200,"4,783,049","2,349,161",0,0,"634,121","1,263,326","160,905",0,0,"18,105","18,105",0,"339,326","16,890",0,"4,799,939","16,890",0.40%
MONMOUTH,MONMOUTH BEACH BORO,3250,"152,604",0,0,0,"4,563","136,599","4,945",0,0,"2,650","2,650",0,"1,986","2,690",0,"156,083","3,479",2.30%
MONMOUTH,MONMOUTH CO VOCATIONAL,3260,"8,098,445","4,003,057",0,0,0,"1,304,032","183,721",0,0,"20,900","20,900","2,565,835",0,"22,110",0,"8,120,555","22,110",0.30%
MONMOUTH,MONMOUTH REGIONAL,3270,"3,356,326","299,370",0,0,"583,284","643,368","108,037",0,0,"9,510","9,510","1,703,247",0,"9,990",0,"3,366,316","9,990",0.30%
MONMOUTH,NEPTUNE CITY,3500,"2,039,028","1,569,105",0,0,"27,913","348,450","33,720","64,701",0,"6,050","6,050",0,0,"5,540",0,"2,061,529","22,501",1.10%
MONMOUTH,NEPTUNE TWP,3510,"32,710,089","25,407,093",0,0,"1,363,716","2,404,326","1,222,886",0,0,"38,650","38,650","2,234,768",0,"36,630",0,"32,746,719","36,630",0.10%
MONMOUTH,OCEAN TWP,3810,"7,692,974",0,0,0,"1,335,875","2,331,447","416,454",0,0,"37,230","37,230","3,426,175","149,709","36,080",0,"7,770,200","77,226",1.00%
MONMOUTH,OCEANPORT BORO,3830,"439,595",0,0,0,"32,531","347,910","20,253",0,0,"5,860","5,860","26,714","2,126","5,490",0,"446,744","7,149",1.60%
MONMOUTH,RED BANK BORO,4360,"2,996,370","1,405,361",0,0,"40,184","684,183","173,565","339,219","373,912","13,410","13,410",0,0,"14,130",0,"3,057,374","61,004",2.00%
MONMOUTH,RED BANK REGIONAL,4365,"1,013,506","85,945",0,0,"236,500","521,829","116,159",0,0,"9,250","9,250","20,284","19,890","9,600",0,"1,028,707","15,201",1.50%
MONMOUTH,ROOSEVELT BORO,4520,"980,268","470,385",0,"289,855","63,927","68,205","8,957",0,0,"1,360","1,360","86,214",0,"1,150",0,"991,413","11,145",1.10%
MONMOUTH,RUMSON BORO,4570,"380,733",0,0,0,"34,646","312,714","16,332",0,0,"9,520","9,520",0,0,"9,380",0,"392,112","11,379",3.00%
MONMOUTH,RUMSON-FAIR HAVEN REG,4580,"437,846",0,0,0,"40,363","366,737","15,063",0,0,"8,920","8,920",0,0,"9,960",0,"449,963","12,117",2.80%
MONMOUTH,SEA GIRT BORO,4690,"104,828",0,0,0,"3,990","95,863","2,968",0,0,"1,790","1,790",0,"1,254","1,820",0,"109,475","4,647",4.40%
MONMOUTH,SHORE REGIONAL,4760,"439,299",0,0,0,"52,642","362,302","11,107",0,0,"6,310","6,310",0,"2,702","5,990",0,"447,363","8,064",1.80%
MONMOUTH,SHREWSBURY BORO,4770,"235,397",0,0,0,"5,422","211,198","7,973",0,0,"4,620","4,620",0,"2,810","5,000",0,"241,643","6,246",2.70%
MONMOUTH,LAKE COMO,4840,"589,796","168,669",0,0,"68,019","129,283","47,816",0,0,"1,890","1,890","166,400","5,829","1,660",0,"591,456","1,660",0.30%
MONMOUTH,SPRING LAKE BORO,4980,"190,254",0,0,0,"17,215","167,006","5,059",0,0,"2,830","2,830",0,0,"2,370",0,"197,310","7,056",3.70%
MONMOUTH,SPRING LAKE HEIGHTS BORO,4990,"321,679",0,0,0,"24,559","279,783","9,257",0,0,"4,770","4,770",0,0,"4,410",0,"327,549","5,870",1.80%
MONMOUTH,TINTON FALLS,5185,"3,557,843",0,0,0,"858,536","914,473","151,130",0,0,"14,305","14,305","1,596,766","26,568","14,970",0,"3,591,053","33,210",0.90%
MONMOUTH,UNION BEACH,5230,"8,348,950","7,444,810",0,0,"39,173","658,640","28,312",0,0,"8,820","8,820","73,023","87,352","7,890",0,"8,356,840","7,890",0.10%
MONMOUTH,UPPER FREEHOLD REGIONAL,5310,"5,622,298","2,939,719",0,"1,151,850","399,444","990,729","123,383",0,0,"17,005","17,005",0,0,"16,480",0,"5,655,615","33,317",0.60%
MONMOUTH,WALL TWP,5420,"3,565,926",0,0,0,"769,076","2,384,498","341,937",0,0,"35,095","35,095",0,"15,712","35,100",0,"3,616,513","50,587",1.40%
MONMOUTH,WEST LONG BRANCH BORO,5640,"276,595",0,0,0,"16,545","237,996","12,310",0,0,"5,550","5,550",0,1,"5,490",0,"283,442","6,847",2.50%
MORRIS,BOONTON TOWN,450,"1,158,823","419,815",0,"58,944","13,632","599,367","51,622",0,0,"10,290","10,290",0,"14,736","10,750","1,368","1,190,814","31,991",2.80%
MORRIS,BOONTON TWP,460,"464,923",0,0,0,"62,787","376,860","13,027",0,0,"7,190","7,190",0,0,"7,080",0,"474,134","9,211",2.00%
MORRIS,BUTLER BORO,630,"1,979,395","1,257,952",0,"26,218","53,072","567,259","23,261",0,0,"9,390","9,390",0,"41,810","9,610",180,"1,998,142","18,747",0.90%
MORRIS,SCH DIST OF THE CHATHAMS,785,"1,953,141",0,0,0,"171,366","1,638,810","71,443",0,0,"40,600","40,600",0,1,"40,670",0,"2,003,490","50,349",2.60%
MORRIS,CHESTER TWP,820,"1,040,352",0,0,0,"119,934","829,413","62,405",0,0,"11,430","11,430",0,"10,550","10,740",0,"1,055,902","15,550",1.50%
MORRIS,DENVILLE TWP,1090,"1,195,062",0,0,0,"123,304","1,014,243","29,235",0,0,"16,820","16,820",0,0,"15,790",0,"1,216,212","21,150",1.80%
MORRIS,DOVER TOWN,1110,"24,486,599","21,912,473",0,0,"73,021","1,739,730","358,459","536,632",0,"29,260","29,260",0,0,"31,300","2,201","24,712,336","225,737",0.90%
MORRIS,EAST HANOVER TWP,1190,"666,502",0,0,0,"68,923","564,186","17,287",0,0,"9,370","9,370",0,368,"8,820",0,"678,324","11,822",1.80%
MORRIS,FLORHAM PARK BORO,1530,"485,924",0,0,0,"44,317","407,427","17,063",0,0,"9,750","9,750",0,0,"9,460",0,"497,767","11,843",2.40%
MORRIS,HANOVER PARK REGIONAL,1990,"818,668",0,0,0,"195,421","569,380","25,177",0,0,"16,350","16,350",0,0,"16,150",0,"838,828","20,160",2.50%
MORRIS,HANOVER TWP,2000,"864,426",0,0,0,"66,112","746,954","25,667",0,0,"14,880","14,880",0,0,"14,630",0,"883,123","18,697",2.20%
MORRIS,HARDING TOWNSHIP,2010,"233,677",0,0,0,"176,993","17,437","31,824",0,0,"4,270","4,270",0,0,"4,040",0,"238,834","5,157",2.20%
MORRIS,JEFFERSON TWP,2380,"15,821,385","12,431,553",0,0,"418,875","2,137,733","303,337",0,0,"31,800","31,800",0,"466,287","30,740",0,"15,852,125","30,740",0.20%
MORRIS,KINNELON BORO,2460,"1,479,898",0,0,0,"221,731","1,059,620","164,769",0,0,"20,185","20,185",0,0,"19,330",0,"1,505,820","25,922",1.80%
MORRIS,LINCOLN PARK BORO,2650,"1,606,710",0,0,0,"635,819","715,271","106,676",0,0,"12,400","12,400","134,141",0,"12,350",0,"1,629,057","22,347",1.40%
MORRIS,MADISON BORO,2870,"987,744",0,0,0,"60,229","841,423","43,615",0,0,"23,800","23,800",0,0,"24,240",0,"1,017,107","29,363",3.00%
MORRIS,MENDHAM BORO,3090,"249,335",0,0,0,"17,314","202,997","11,159",0,0,"5,980","5,980",0,"7,457","5,490",0,"256,377","7,042",2.80%
MORRIS,MENDHAM TWP,3100,"430,042",0,0,0,"79,883","324,255","13,957",0,0,"6,970","6,970",0,0,"6,460",0,"438,495","8,453",2.00%
MORRIS,MINE HILL TWP,3240,"2,765,435","1,210,639",0,"1,102,996","51,150","348,338","41,980",0,0,"5,480","5,480",0,"60,785","5,070",0,"2,831,918","66,483",2.40%
MORRIS,MONTVILLE TWP,3340,"1,834,143",0,0,0,"259,947","1,434,192","70,614",0,0,"39,280","39,280",0,0,"37,010",0,"1,880,323","46,180",2.50%
MORRIS,MORRIS COUNTY VOCATIONAL,3365,"1,212,619","73,419",0,0,0,"503,287","64,934",0,0,"8,910","8,910","561,578","2,207","9,820",0,"1,233,065","20,446",1.70%
MORRIS,MORRIS HILLS REGIONAL,3370,"7,622,139","3,633,307",0,"1,765,632","318,233","1,811,283","58,232",0,0,"28,990","28,990",0,0,"28,540",0,"7,673,207","51,068",0.70%
MORRIS,MORRIS PLAINS BORO,3380,"766,220",0,0,"202,770","46,676","500,756","15,093",0,0,"8,530","8,530",0,0,"8,410","2,856","793,621","27,401",3.60%
MORRIS,MORRIS SCHOOL DISTRICT,3385,"6,461,576",0,0,"723,024","1,581,555","2,977,010","755,191",0,0,"49,610","49,610","252,972","316,323","51,460","43,795","6,800,550","338,974",5.20%
MORRIS,MOUNT ARLINGTON BORO,3410,"537,002",0,0,0,"140,194","341,301","50,873",0,0,"4,625","4,625",0,84,"4,780",0,"546,482","9,480",1.80%
MORRIS,MOUNT OLIVE TWP,3450,"15,182,004","11,538,909",0,0,"544,347","2,959,145","106,585",0,0,"44,640","44,640",0,0,"44,020",0,"15,282,286","100,282",0.70%
MORRIS,MOUNTAIN LAKES BORO,3460,"772,752",0,0,0,"24,374","707,923","20,848",0,0,"11,560","11,560",0,1,"11,110",0,"787,376","14,624",1.90%
MORRIS,NETCONG BORO,3520,"1,195,759","880,559",0,"119,922",698,"171,660","14,363","10,772",0,"2,950","2,950",0,0,"2,770",0,"1,206,644","10,885",0.90%
MORRIS,PARSIPPANY-TROY HILLS TWP,3950,"4,619,082","92,029",0,0,"350,265","3,905,696","152,564",0,0,"69,790","69,790",0,1,"69,460",0,"4,709,595","90,513",2.00%
MORRIS,LONG HILL TWP,4000,"640,459",0,0,0,"62,144","537,876","13,945",0,0,"8,150","8,150",0,"13,477","8,030","1,026","652,798","12,339",1.90%
MORRIS,PEQUANNOCK TWP,4080,"2,212,264","406,379",0,"82,548","48,084","1,420,311","38,758",0,0,"22,260","22,260","1,380","184,003","21,400",0,"2,247,383","35,119",1.60%
MORRIS,RANDOLPH TWP,4330,"12,770,108","7,895,104",0,0,"323,179","3,234,926","103,893",0,0,"47,185","47,185",0,"1,118,636","47,260","2,541","12,819,909","49,801",0.40%
MORRIS,RIVERDALE BORO,4440,"248,463",0,0,0,"23,437","206,232","11,114",0,0,"4,430","4,430",0,0,"4,680",0,"254,323","5,860",2.40%
MORRIS,ROCKAWAY BORO,4480,"508,135","70,585",0,0,"8,482","385,322","16,077","20,479",0,"5,940","5,940",0,0,"5,470",0,"518,295","10,160",2.00%
MORRIS,ROCKAWAY TWP,4490,"2,709,004","854,190",0,0,"166,910","1,534,759","50,153",0,0,"22,585","22,585",0,"82,223","23,390",565,"2,757,360","48,356",1.80%
MORRIS,ROXBURY TWP,4560,"13,760,460","10,300,890",0,"249,172","233,042","2,433,575","61,433",0,0,"34,275","34,275",0,"470,428","34,470",0,"13,851,560","91,100",0.70%
MORRIS,WASHINGTON TWP,5520,"8,042,922","5,580,975",0,0,"288,960","1,591,751","176,840",0,0,"22,680","22,680",0,"359,036","21,280",0,"8,064,202","21,280",0.30%
MORRIS,WEST MORRIS REGIONAL,5660,"4,425,501","313,431",0,0,"1,357,955","1,760,399","213,804",0,0,"28,030","28,030","695,639","38,002","26,210",0,"4,461,500","35,999",0.80%
MORRIS,WHARTON BORO,5770,"4,019,941","2,841,956",0,"483,349","12,762","475,459","59,390","22,203",0,"7,940","7,940",0,"176,835","8,000",0,"4,095,834","75,893",1.90%
OCEAN,BARNEGAT TWP,185,"20,040,361","17,844,465",0,0,"218,613","1,873,243","119,745",0,0,"31,640","31,640","2,039",0,"31,160",0,"20,152,545","112,184",0.60%
OCEAN,BAY HEAD BORO,210,"67,332",0,0,0,"4,095","58,129","3,453",0,0,980,980,0,0,930,0,"68,567","1,235",1.80%
OCEAN,BEACH HAVEN BORO,230,"200,724",0,0,"139,601",619,"31,541","2,548",0,0,600,600,0,"25,382",470,0,"201,361",637,0.30%
OCEAN,BERKELEY TWP,320,"2,329,872",0,0,0,"788,553","1,152,934","298,476",0,0,"21,150","21,150","71,463",0,"20,830",0,"2,374,556","44,684",1.90%
OCEAN,BRICK TWP,530,"35,938,828","9,463,269",0,0,"4,922,064","5,393,423","1,039,800",0,0,"92,090","92,090","14,934,026","2,066","86,500",0,"36,025,328","86,500",0.20%
OCEAN,CENTRAL REGIONAL,770,"3,965,211",0,0,"1,337,047","1,068,223","1,100,087","295,909",0,0,"19,050","19,050","137,823","60,092","19,860",0,"4,057,141","91,930",2.30%
OCEAN,EAGLESWOOD TWP,1150,"664,182","447,437",0,0,"59,476","73,426","18,682",0,0,"1,220","1,220","58,181","4,540","1,330",0,"665,512","1,330",0.20%
OCEAN,ISLAND HEIGHTS BORO,2350,"298,423",0,0,"178,010","9,250","64,978","8,728",0,0,960,960,"35,537",0,"1,160",0,"299,583","1,160",0.40%
OCEAN,JACKSON TWP,2360,"49,551,136","42,102,240",0,0,"1,013,961","5,211,500","854,977",0,0,"86,430","86,430",0,"195,598","84,750",0,"49,635,886","84,750",0.20%
OCEAN,LACEY TWP,2480,"21,235,740","17,753,571",0,0,"333,156","2,504,516","483,794",0,0,"44,380","44,380","71,943",0,"40,780",0,"21,276,520","40,780",0.20%
OCEAN,LAKEHURST BORO,2500,"6,046,168","5,421,371",0,0,"116,548","304,592","135,295","29,812",0,"4,910","4,910","28,730",0,"4,600",0,"6,050,768","4,600",0.10%
OCEAN,LAKEWOOD TWP,2520,"24,452,136","15,070,904",0,0,"4,199,793","3,053,082","2,186,868",0,0,"58,370","58,370",0,0,"63,220",0,"24,690,607","238,471",1.00%
