YEAR,COUNTY_ID,COUNTY_NAME,DISTRICT_ID,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,SUBGROUP,FOUR_YR_GRAD_RATE,FOUR_YR_ADJ_COHORT_COUNT,GRADUATED_COUNT
2015,3,BERGEN,5830,WOOD-RIDGE BORO,50,WOOD-RIDGE HIGH SCHOOL,Native Hawaiian,-,-,-
2015,3,BERGEN,5830,WOOD-RIDGE BORO,50,WOOD-RIDGE HIGH SCHOOL,Two or More Races,-,-,-
2015,3,BERGEN,5830,WOOD-RIDGE BORO,50,WOOD-RIDGE HIGH SCHOOL,Limited English Proficiency,-,-,-
2015,3,BERGEN,5830,WOOD-RIDGE BORO,50,WOOD-RIDGE HIGH SCHOOL,Economically Disadvantaged,-,-,-
2015,3,BERGEN,5830,WOOD-RIDGE BORO,50,WOOD-RIDGE HIGH SCHOOL,Students with Disability,-,-,-
2015,3,BERGEN,5830,WOOD-RIDGE BORO,50,WOOD-RIDGE HIGH SCHOOL,Schoolwide,91.53,118,108
2015,3,BERGEN,5830,WOOD-RIDGE BORO,999,Districtwide Total,White,94.87,78,74
2015,3,BERGEN,5830,WOOD-RIDGE BORO,999,Districtwide Total,Black,-,-,-
2015,3,BERGEN,5830,WOOD-RIDGE BORO,999,Districtwide Total,Hispanic,83.33,30,25
2015,3,BERGEN,5830,WOOD-RIDGE BORO,999,Districtwide Total,Asian,-,-,-
2015,3,BERGEN,5830,WOOD-RIDGE BORO,999,Districtwide Total,American Indian,-,-,-
2015,3,BERGEN,5830,WOOD-RIDGE BORO,999,Districtwide Total,Native Hawaiian,-,-,-
2015,3,BERGEN,5830,WOOD-RIDGE BORO,999,Districtwide Total,Two or More Races,-,-,-
2015,3,BERGEN,5830,WOOD-RIDGE BORO,999,Districtwide Total,Limited English Proficiency,-,-,-
2015,3,BERGEN,5830,WOOD-RIDGE BORO,999,Districtwide Total,Economically Disadvantaged,-,-,-
2015,3,BERGEN,5830,WOOD-RIDGE BORO,999,Districtwide Total,Students with Disability,-,-,-
2015,3,BERGEN,5830,WOOD-RIDGE BORO,999,Districtwide Total,Districtwide,91.53,118,108
2015,5,BURLINGTON,475,BORDENTOWN REGIONAL,50,BORDENTOWN REGIONAL HIGH SCHOOL,White,91.87,123,113
2015,5,BURLINGTON,475,BORDENTOWN REGIONAL,50,BORDENTOWN REGIONAL HIGH SCHOOL,Black,90.63,32,29
2015,5,BURLINGTON,475,BORDENTOWN REGIONAL,50,BORDENTOWN REGIONAL HIGH SCHOOL,Hispanic,-,-,-
2015,5,BURLINGTON,475,BORDENTOWN REGIONAL,50,BORDENTOWN REGIONAL HIGH SCHOOL,Asian,-,-,-
2015,5,BURLINGTON,475,BORDENTOWN REGIONAL,50,BORDENTOWN REGIONAL HIGH SCHOOL,American Indian,-,-,-
2015,5,BURLINGTON,475,BORDENTOWN REGIONAL,50,BORDENTOWN REGIONAL HIGH SCHOOL,Native Hawaiian,-,-,-
2015,5,BURLINGTON,475,BORDENTOWN REGIONAL,50,BORDENTOWN REGIONAL HIGH SCHOOL,Two or More Races,-,-,-
2015,5,BURLINGTON,475,BORDENTOWN REGIONAL,50,BORDENTOWN REGIONAL HIGH SCHOOL,Limited English Proficiency,-,-,-
2015,5,BURLINGTON,475,BORDENTOWN REGIONAL,50,BORDENTOWN REGIONAL HIGH SCHOOL,Economically Disadvantaged,93.33,45,42
2015,5,BURLINGTON,475,BORDENTOWN REGIONAL,50,BORDENTOWN REGIONAL HIGH SCHOOL,Students with Disability,67.74,31,21
2015,5,BURLINGTON,475,BORDENTOWN REGIONAL,50,BORDENTOWN REGIONAL HIGH SCHOOL,Schoolwide,88.48,191,169
2015,5,BURLINGTON,475,BORDENTOWN REGIONAL,999,Districtwide Total,White,91.87,123,113
2015,5,BURLINGTON,475,BORDENTOWN REGIONAL,999,Districtwide Total,Black,90.63,32,29
2015,5,BURLINGTON,475,BORDENTOWN REGIONAL,999,Districtwide Total,Hispanic,-,-,-
2015,5,BURLINGTON,475,BORDENTOWN REGIONAL,999,Districtwide Total,Asian,-,-,-
2015,5,BURLINGTON,475,BORDENTOWN REGIONAL,999,Districtwide Total,American Indian,-,-,-
2015,5,BURLINGTON,475,BORDENTOWN REGIONAL,999,Districtwide Total,Native Hawaiian,-,-,-
2015,5,BURLINGTON,475,BORDENTOWN REGIONAL,999,Districtwide Total,Two or More Races,-,-,-
2015,5,BURLINGTON,475,BORDENTOWN REGIONAL,999,Districtwide Total,Limited English Proficiency,-,-,-
2015,5,BURLINGTON,475,BORDENTOWN REGIONAL,999,Districtwide Total,Economically Disadvantaged,93.33,45,42
2015,5,BURLINGTON,475,BORDENTOWN REGIONAL,999,Districtwide Total,Students with Disability,67.74,31,21
2015,5,BURLINGTON,475,BORDENTOWN REGIONAL,999,Districtwide Total,Districtwide,88.48,191,169
2015,5,BURLINGTON,600,BURLINGTON CITY,20,BULINGTON CITY HIGH SCHOOL,White,84.62,52,44
2015,5,BURLINGTON,600,BURLINGTON CITY,20,BULINGTON CITY HIGH SCHOOL,Black,73.97,73,54
2015,5,BURLINGTON,600,BURLINGTON CITY,20,BULINGTON CITY HIGH SCHOOL,Hispanic,-,-,-
2015,5,BURLINGTON,600,BURLINGTON CITY,20,BULINGTON CITY HIGH SCHOOL,Asian,-,-,-
2015,5,BURLINGTON,600,BURLINGTON CITY,20,BULINGTON CITY HIGH SCHOOL,American Indian,-,-,-
2015,5,BURLINGTON,600,BURLINGTON CITY,20,BULINGTON CITY HIGH SCHOOL,Native Hawaiian,-,-,-
2015,5,BURLINGTON,600,BURLINGTON CITY,20,BULINGTON CITY HIGH SCHOOL,Two or More Races,-,-,-
2015,5,BURLINGTON,600,BURLINGTON CITY,20,BULINGTON CITY HIGH SCHOOL,Limited English Proficiency,-,-,-
2015,5,BURLINGTON,600,BURLINGTON CITY,20,BULINGTON CITY HIGH SCHOOL,Economically Disadvantaged,72.5,80,58
2015,5,BURLINGTON,600,BURLINGTON CITY,20,BULINGTON CITY HIGH SCHOOL,Students with Disability,-,-,-
2015,5,BURLINGTON,600,BURLINGTON CITY,20,BULINGTON CITY HIGH SCHOOL,Schoolwide,78.47,144,113
2015,5,BURLINGTON,600,BURLINGTON CITY,999,Districtwide Total,White,84.62,52,44
2015,5,BURLINGTON,600,BURLINGTON CITY,999,Districtwide Total,Black,73.97,73,54
2015,5,BURLINGTON,600,BURLINGTON CITY,999,Districtwide Total,Hispanic,-,-,-
2015,5,BURLINGTON,600,BURLINGTON CITY,999,Districtwide Total,Asian,-,-,-
2015,5,BURLINGTON,600,BURLINGTON CITY,999,Districtwide Total,American Indian,-,-,-
2015,5,BURLINGTON,600,BURLINGTON CITY,999,Districtwide Total,Native Hawaiian,-,-,-
2015,5,BURLINGTON,600,BURLINGTON CITY,999,Districtwide Total,Two or More Races,-,-,-
2015,5,BURLINGTON,600,BURLINGTON CITY,999,Districtwide Total,Limited English Proficiency,-,-,-
2015,5,BURLINGTON,600,BURLINGTON CITY,999,Districtwide Total,Economically Disadvantaged,72.5,80,58
2015,5,BURLINGTON,600,BURLINGTON CITY,999,Districtwide Total,Students with Disability,-,-,-
2015,5,BURLINGTON,600,BURLINGTON CITY,999,Districtwide Total,Districtwide,78.47,144,113
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,30,BURLINGTON COUNTY INST OF TECH - WESTHAMPTON,White,95.38,65,62
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,30,BURLINGTON COUNTY INST OF TECH - WESTHAMPTON,Black,98.3,176,173
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,30,BURLINGTON COUNTY INST OF TECH - WESTHAMPTON,Hispanic,95.35,43,41
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,30,BURLINGTON COUNTY INST OF TECH - WESTHAMPTON,Asian,-,-,-
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,30,BURLINGTON COUNTY INST OF TECH - WESTHAMPTON,American Indian,-,-,-
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,30,BURLINGTON COUNTY INST OF TECH - WESTHAMPTON,Native Hawaiian,-,-,-
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,30,BURLINGTON COUNTY INST OF TECH - WESTHAMPTON,Two or More Races,-,-,-
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,30,BURLINGTON COUNTY INST OF TECH - WESTHAMPTON,Limited English Proficiency,-,-,-
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,30,BURLINGTON COUNTY INST OF TECH - WESTHAMPTON,Economically Disadvantaged,95.97,149,143
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,30,BURLINGTON COUNTY INST OF TECH - WESTHAMPTON,Students with Disability,97.56,41,40
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,30,BURLINGTON COUNTY INST OF TECH - WESTHAMPTON,Schoolwide,97.02,302,293
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,40,BURLINGTON COUNTY INST OF TECH - MEDFORD,White,98.52,135,133
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,40,BURLINGTON COUNTY INST OF TECH - MEDFORD,Black,92.11,38,35
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,40,BURLINGTON COUNTY INST OF TECH - MEDFORD,Hispanic,-,-,-
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,40,BURLINGTON COUNTY INST OF TECH - MEDFORD,Asian,-,-,-
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,40,BURLINGTON COUNTY INST OF TECH - MEDFORD,American Indian,-,-,-
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,40,BURLINGTON COUNTY INST OF TECH - MEDFORD,Native Hawaiian,-,-,-
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,40,BURLINGTON COUNTY INST OF TECH - MEDFORD,Two or More Races,-,-,-
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,40,BURLINGTON COUNTY INST OF TECH - MEDFORD,Limited English Proficiency,-,-,-
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,40,BURLINGTON COUNTY INST OF TECH - MEDFORD,Economically Disadvantaged,95.71,70,67
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,40,BURLINGTON COUNTY INST OF TECH - MEDFORD,Students with Disability,100,51,51
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,40,BURLINGTON COUNTY INST OF TECH - MEDFORD,Schoolwide,96.63,208,201
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,999,Districtwide Total,White,97.5,200,195
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,999,Districtwide Total,Black,97.2,214,208
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,999,Districtwide Total,Hispanic,94.2,69,65
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,999,Districtwide Total,Asian,-,-,-
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,999,Districtwide Total,American Indian,-,-,-
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,999,Districtwide Total,Native Hawaiian,-,-,-
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,999,Districtwide Total,Two or More Races,-,-,-
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,999,Districtwide Total,Limited English Proficiency,-,-,-
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,999,Districtwide Total,Economically Disadvantaged,95.89,219,210
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,999,Districtwide Total,Students with Disability,98.91,92,91
2015,5,BURLINGTON,610,BURLINGTON CO VOCATIONAL,999,Districtwide Total,Districtwide,96.86,510,494
2015,5,BURLINGTON,620,BURLINGTON TWP,10,BURLINGTON TOWNSHIP HIGH SCHOOL,White,95.89,146,140
2015,5,BURLINGTON,620,BURLINGTON TWP,10,BURLINGTON TOWNSHIP HIGH SCHOOL,Black,94.07,118,111
2015,5,BURLINGTON,620,BURLINGTON TWP,10,BURLINGTON TOWNSHIP HIGH SCHOOL,Hispanic,-,-,-
2015,5,BURLINGTON,620,BURLINGTON TWP,10,BURLINGTON TOWNSHIP HIGH SCHOOL,Asian,95.56,45,43
2015,5,BURLINGTON,620,BURLINGTON TWP,10,BURLINGTON TOWNSHIP HIGH SCHOOL,American Indian,-,-,-
2015,5,BURLINGTON,620,BURLINGTON TWP,10,BURLINGTON TOWNSHIP HIGH SCHOOL,Native Hawaiian,-,-,-
2015,5,BURLINGTON,620,BURLINGTON TWP,10,BURLINGTON TOWNSHIP HIGH SCHOOL,Two or More Races,-,-,-
2015,5,BURLINGTON,620,BURLINGTON TWP,10,BURLINGTON TOWNSHIP HIGH SCHOOL,Limited English Proficiency,-,-,-
2015,5,BURLINGTON,620,BURLINGTON TWP,10,BURLINGTON TOWNSHIP HIGH SCHOOL,Economically Disadvantaged,87.3,63,55
2015,5,BURLINGTON,620,BURLINGTON TWP,10,BURLINGTON TOWNSHIP HIGH SCHOOL,Students with Disability,86,50,43
2015,5,BURLINGTON,620,BURLINGTON TWP,10,BURLINGTON TOWNSHIP HIGH SCHOOL,Schoolwide,95.28,339,323
2015,5,BURLINGTON,620,BURLINGTON TWP,999,Districtwide Total,White,95.89,146,140
2015,5,BURLINGTON,620,BURLINGTON TWP,999,Districtwide Total,Black,94.07,118,111
2015,5,BURLINGTON,620,BURLINGTON TWP,999,Districtwide Total,Hispanic,-,-,-
2015,5,BURLINGTON,620,BURLINGTON TWP,999,Districtwide Total,Asian,95.56,45,43
2015,5,BURLINGTON,620,BURLINGTON TWP,999,Districtwide Total,American Indian,-,-,-
2015,5,BURLINGTON,620,BURLINGTON TWP,999,Districtwide Total,Native Hawaiian,-,-,-
2015,5,BURLINGTON,620,BURLINGTON TWP,999,Districtwide Total,Two or More Races,-,-,-
2015,5,BURLINGTON,620,BURLINGTON TWP,999,Districtwide Total,Limited English Proficiency,-,-,-
2015,5,BURLINGTON,620,BURLINGTON TWP,999,Districtwide Total,Economically Disadvantaged,87.3,63,55
2015,5,BURLINGTON,620,BURLINGTON TWP,999,Districtwide Total,Students with Disability,86,50,43
2015,5,BURLINGTON,620,BURLINGTON TWP,999,Districtwide Total,Districtwide,95.28,339,323
2015,5,BURLINGTON,840,CINNAMINSON TWP,30,CINNAMINSON HIGH SCHOOL,White,97.97,148,145
2015,5,BURLINGTON,840,CINNAMINSON TWP,30,CINNAMINSON HIGH SCHOOL,Black,-,-,-
2015,5,BURLINGTON,840,CINNAMINSON TWP,30,CINNAMINSON HIGH SCHOOL,Hispanic,-,-,-
2015,5,BURLINGTON,840,CINNAMINSON TWP,30,CINNAMINSON HIGH SCHOOL,Asian,-,-,-
2015,5,BURLINGTON,840,CINNAMINSON TWP,30,CINNAMINSON HIGH SCHOOL,American Indian,-,-,-
2015,5,BURLINGTON,840,CINNAMINSON TWP,30,CINNAMINSON HIGH SCHOOL,Native Hawaiian,-,-,-
2015,5,BURLINGTON,840,CINNAMINSON TWP,30,CINNAMINSON HIGH SCHOOL,Two or More Races,-,-,-
2015,5,BURLINGTON,840,CINNAMINSON TWP,30,CINNAMINSON HIGH SCHOOL,Limited English Proficiency,-,-,-
2015,5,BURLINGTON,840,CINNAMINSON TWP,30,CINNAMINSON HIGH SCHOOL,Economically Disadvantaged,-,-,-
2015,5,BURLINGTON,840,CINNAMINSON TWP,30,CINNAMINSON HIGH SCHOOL,Students with Disability,-,-,-
2015,5,BURLINGTON,840,CINNAMINSON TWP,30,CINNAMINSON HIGH SCHOOL,Schoolwide,96.09,179,172
2015,5,BURLINGTON,840,CINNAMINSON TWP,999,Districtwide Total,White,97.97,148,145
2015,5,BURLINGTON,840,CINNAMINSON TWP,999,Districtwide Total,Black,-,-,-
2015,5,BURLINGTON,840,CINNAMINSON TWP,999,Districtwide Total,Hispanic,-,-,-
2015,5,BURLINGTON,840,CINNAMINSON TWP,999,Districtwide Total,Asian,-,-,-
2015,5,BURLINGTON,840,CINNAMINSON TWP,999,Districtwide Total,American Indian,-,-,-
2015,5,BURLINGTON,840,CINNAMINSON TWP,999,Districtwide Total,Native Hawaiian,-,-,-
2015,5,BURLINGTON,840,CINNAMINSON TWP,999,Districtwide Total,Two or More Races,-,-,-
2015,5,BURLINGTON,840,CINNAMINSON TWP,999,Districtwide Total,Limited English Proficiency,-,-,-
2015,5,BURLINGTON,840,CINNAMINSON TWP,999,Districtwide Total,Economically Disadvantaged,-,-,-
2015,5,BURLINGTON,840,CINNAMINSON TWP,999,Districtwide Total,Students with Disability,-,-,-
2015,5,BURLINGTON,840,CINNAMINSON TWP,999,Districtwide Total,Districtwide,96.09,179,172
2015,5,BURLINGTON,1060,DELRAN TWP,5,DELRAN HIGH SCHOOL,White,93.33,165,154
2015,5,BURLINGTON,1060,DELRAN TWP,5,DELRAN HIGH SCHOOL,Black,-,-,-
2015,5,BURLINGTON,1060,DELRAN TWP,5,DELRAN HIGH SCHOOL,Hispanic,-,-,-
2015,5,BURLINGTON,1060,DELRAN TWP,5,DELRAN HIGH SCHOOL,Asian,-,-,-
2015,5,BURLINGTON,1060,DELRAN TWP,5,DELRAN HIGH SCHOOL,American Indian,-,-,-
2015,5,BURLINGTON,1060,DELRAN TWP,5,DELRAN HIGH SCHOOL,Native Hawaiian,-,-,-
2015,5,BURLINGTON,1060,DELRAN TWP,5,DELRAN HIGH SCHOOL,Two or More Races,-,-,-
2015,5,BURLINGTON,1060,DELRAN TWP,5,DELRAN HIGH SCHOOL,Limited English Proficiency,-,-,-
2015,5,BURLINGTON,1060,DELRAN TWP,5,DELRAN HIGH SCHOOL,Economically Disadvantaged,81.58,38,31
2015,5,BURLINGTON,1060,DELRAN TWP,5,DELRAN HIGH SCHOOL,Students with Disability,77.78,36,28
2015,5,BURLINGTON,1060,DELRAN TWP,5,DELRAN HIGH SCHOOL,Schoolwide,92.31,208,192
2015,5,BURLINGTON,1060,DELRAN TWP,999,Districtwide Total,White,93.33,165,154
2015,5,BURLINGTON,1060,DELRAN TWP,999,Districtwide Total,Black,-,-,-
2015,5,BURLINGTON,1060,DELRAN TWP,999,Districtwide Total,Hispanic,-,-,-
2015,5,BURLINGTON,1060,DELRAN TWP,999,Districtwide Total,Asian,-,-,-
2015,5,BURLINGTON,1060,DELRAN TWP,999,Districtwide Total,American Indian,-,-,-
2015,5,BURLINGTON,1060,DELRAN TWP,999,Districtwide Total,Native Hawaiian,-,-,-
2015,5,BURLINGTON,1060,DELRAN TWP,999,Districtwide Total,Two or More Races,-,-,-
2015,5,BURLINGTON,1060,DELRAN TWP,999,Districtwide Total,Limited English Proficiency,-,-,-
2015,5,BURLINGTON,1060,DELRAN TWP,999,Districtwide Total,Economically Disadvantaged,81.58,38,31
2015,5,BURLINGTON,1060,DELRAN TWP,999,Districtwide Total,Students with Disability,77.78,36,28
2015,5,BURLINGTON,1060,DELRAN TWP,999,Districtwide Total,Districtwide,92.31,208,192
2015,5,BURLINGTON,1520,FLORENCE TWP,50,FLORENCE TOWNSHIP MEMORIAL HIGH SCHOOL,White,97.1,69,67
2015,5,BURLINGTON,1520,FLORENCE TWP,50,FLORENCE TOWNSHIP MEMORIAL HIGH SCHOOL,Black,-,-,-
2015,5,BURLINGTON,1520,FLORENCE TWP,50,FLORENCE TOWNSHIP MEMORIAL HIGH SCHOOL,Hispanic,-,-,-
2015,5,BURLINGTON,1520,FLORENCE TWP,50,FLORENCE TOWNSHIP MEMORIAL HIGH SCHOOL,Asian,-,-,-
2015,5,BURLINGTON,1520,FLORENCE TWP,50,FLORENCE TOWNSHIP MEMORIAL HIGH SCHOOL,American Indian,-,-,-
2015,5,BURLINGTON,1520,FLORENCE TWP,50,FLORENCE TOWNSHIP MEMORIAL HIGH SCHOOL,Native Hawaiian,-,-,-
2015,5,BURLINGTON,1520,FLORENCE TWP,50,FLORENCE TOWNSHIP MEMORIAL HIGH SCHOOL,Two or More Races,-,-,-
2015,5,BURLINGTON,1520,FLORENCE TWP,50,FLORENCE TOWNSHIP MEMORIAL HIGH SCHOOL,Limited English Proficiency,-,-,-
2015,5,BURLINGTON,1520,FLORENCE TWP,50,FLORENCE TOWNSHIP MEMORIAL HIGH SCHOOL,Economically Disadvantaged,-,-,-
2015,5,BURLINGTON,1520,FLORENCE TWP,50,FLORENCE TOWNSHIP MEMORIAL HIGH SCHOOL,Students with Disability,-,-,-
2015,5,BURLINGTON,1520,FLORENCE TWP,50,FLORENCE TOWNSHIP MEMORIAL HIGH SCHOOL,Schoolwide,89.52,105,94
2015,5,BURLINGTON,1520,FLORENCE TWP,999,Districtwide Total,White,97.1,69,67
2015,5,BURLINGTON,1520,FLORENCE TWP,999,Districtwide Total,Black,-,-,-
2015,5,BURLINGTON,1520,FLORENCE TWP,999,Districtwide Total,Hispanic,-,-,-
2015,5,BURLINGTON,1520,FLORENCE TWP,999,Districtwide Total,Asian,-,-,-
2015,5,BURLINGTON,1520,FLORENCE TWP,999,Districtwide Total,American Indian,-,-,-
2015,5,BURLINGTON,1520,FLORENCE TWP,999,Districtwide Total,Native Hawaiian,-,-,-
2015,5,BURLINGTON,1520,FLORENCE TWP,999,Districtwide Total,Two or More Races,-,-,-
2015,5,BURLINGTON,1520,FLORENCE TWP,999,Districtwide Total,Limited English Proficiency,-,-,-
2015,5,BURLINGTON,1520,FLORENCE TWP,999,Districtwide Total,Economically Disadvantaged,-,-,-
2015,5,BURLINGTON,1520,FLORENCE TWP,999,Districtwide Total,Students with Disability,-,-,-
2015,5,BURLINGTON,1520,FLORENCE TWP,999,Districtwide Total,Districtwide,89.52,105,94
2015,5,BURLINGTON,2610,LENAPE REGIONAL,40,CHEROKEE HIGH SCHOOL,White,96.49,456,440
2015,5,BURLINGTON,2610,LENAPE REGIONAL,40,CHEROKEE HIGH SCHOOL,Black,95.56,45,43
2015,5,BURLINGTON,2610,LENAPE REGIONAL,40,CHEROKEE HIGH SCHOOL,Hispanic,-,-,-
2015,5,BURLINGTON,2610,LENAPE REGIONAL,40,CHEROKEE HIGH SCHOOL,Asian,97.56,41,40
2015,5,BURLINGTON,2610,LENAPE REGIONAL,40,CHEROKEE HIGH SCHOOL,American Indian,-,-,-
2015,5,BURLINGTON,2610,LENAPE REGIONAL,40,CHEROKEE HIGH SCHOOL,Native Hawaiian,-,-,-
2015,5,BURLINGTON,2610,LENAPE REGIONAL,40,CHEROKEE HIGH SCHOOL,Two or More Races,-,-,-
2015,5,BURLINGTON,2610,LENAPE REGIONAL,40,CHEROKEE HIGH SCHOOL,Limited English Proficiency,-,-,-
2015,5,BURLINGTON,2610,LENAPE REGIONAL,40,CHEROKEE HIGH SCHOOL,Economically Disadvantaged,95.83,48,46
2015,5,BURLINGTON,2610,LENAPE REGIONAL,40,CHEROKEE HIGH SCHOOL,Students with Disability,91.82,110,101
2015,5,BURLINGTON,2610,LENAPE REGIONAL,40,CHEROKEE HIGH SCHOOL,Schoolwide,96.42,559,539
2015,5,BURLINGTON,2610,LENAPE REGIONAL,50,LENAPE HIGH SCHOOL,White,91.88,357,328
2015,5,BURLINGTON,2610,LENAPE REGIONAL,50,LENAPE HIGH SCHOOL,Black,91.76,85,78
2015,5,BURLINGTON,2610,LENAPE REGIONAL,50,LENAPE HIGH SCHOOL,Hispanic,-,-,-
2015,5,BURLINGTON,2610,LENAPE REGIONAL,50,LENAPE HIGH SCHOOL,Asian,-,-,-
2015,5,BURLINGTON,2610,LENAPE REGIONAL,50,LENAPE HIGH SCHOOL,American Indian,-,-,-
2015,5,BURLINGTON,2610,LENAPE REGIONAL,50,LENAPE HIGH SCHOOL,Native Hawaiian,-,-,-
2015,5,BURLINGTON,2610,LENAPE REGIONAL,50,LENAPE HIGH SCHOOL,Two or More Races,-,-,-
2015,5,BURLINGTON,2610,LENAPE REGIONAL,50,LENAPE HIGH SCHOOL,Limited English Proficiency,-,-,-
2015,5,BURLINGTON,2610,LENAPE REGIONAL,50,LENAPE HIGH SCHOOL,Economically Disadvantaged,95.38,65,62
2015,5,BURLINGTON,2610,LENAPE REGIONAL,50,LENAPE HIGH SCHOOL,Students with Disability,77.92,77,60
2015,5,BURLINGTON,2610,LENAPE REGIONAL,50,LENAPE HIGH SCHOOL,Schoolwide,92.76,511,474
2015,5,BURLINGTON,2610,LENAPE REGIONAL,60,SHAWNEE HIGH SCHOOL,White,97.74,399,390
2015,5,BURLINGTON,2610,LENAPE REGIONAL,60,SHAWNEE HIGH SCHOOL,Black,-,-,-
2015,5,BURLINGTON,2610,LENAPE REGIONAL,60,SHAWNEE HIGH SCHOOL,Hispanic,-,-,-
2015,5,BURLINGTON,2610,LENAPE REGIONAL,60,SHAWNEE HIGH SCHOOL,Asian,-,-,-
2015,5,BURLINGTON,2610,LENAPE REGIONAL,60,SHAWNEE HIGH SCHOOL,American Indian,-,-,-
2015,5,BURLINGTON,2610,LENAPE REGIONAL,60,SHAWNEE HIGH SCHOOL,Native Hawaiian,-,-,-
2015,5,BURLINGTON,2610,LENAPE REGIONAL,60,SHAWNEE HIGH SCHOOL,Two or More Races,-,-,-
2015,5,BURLINGTON,2610,LENAPE REGIONAL,60,SHAWNEE HIGH SCHOOL,Limited English Proficiency,-,-,-
2015,5,BURLINGTON,2610,LENAPE REGIONAL,60,SHAWNEE HIGH SCHOOL,Economically Disadvantaged,-,-,-
2015,5,BURLINGTON,2610,LENAPE REGIONAL,60,SHAWNEE HIGH SCHOOL,Students with Disability,91.53,59,54
2015,5,BURLINGTON,2610,LENAPE REGIONAL,60,SHAWNEE HIGH SCHOOL,Schoolwide,97.64,423,413
2015,5,BURLINGTON,2610,LENAPE REGIONAL,70,SENECA HIGH SCHOOL,White,96.17,261,251
2015,5,BURLINGTON,2610,LENAPE REGIONAL,70,SENECA HIGH SCHOOL,Black,-,-,-
2015,5,BURLINGTON,2610,LENAPE REGIONAL,70,SENECA HIGH SCHOOL,Hispanic,-,-,-
2015,5,BURLINGTON,2610,LENAPE REGIONAL,70,SENECA HIGH SCHOOL,Asian,-,-,-
2015,5,BURLINGTON,2610,LENAPE REGIONAL,70,SENECA HIGH SCHOOL,American Indian,-,-,-
2015,5,BURLINGTON,2610,LENAPE REGIONAL,70,SENECA HIGH SCHOOL,Native Hawaiian,-,-,-
2015,5,BURLINGTON,2610,LENAPE REGIONAL,70,SENECA HIGH SCHOOL,Two or More Races,-,-,-
2015,5,BURLINGTON,2610,LENAPE REGIONAL,70,SENECA HIGH SCHOOL,Limited English Proficiency,-,-,-
2015,5,BURLINGTON,2610,LENAPE REGIONAL,70,SENECA HIGH SCHOOL,Economically Disadvantaged,-,-,-
2015,5,BURLINGTON,2610,LENAPE REGIONAL,70,SENECA HIGH SCHOOL,Students with Disability,87.18,39,34
2015,5,BURLINGTON,2610,LENAPE REGIONAL,70,SENECA HIGH SCHOOL,Schoolwide,95.36,280,267
2015,5,BURLINGTON,2610,LENAPE REGIONAL,999,Districtwide Total,White,95.66,1473,1409
2015,5,BURLINGTON,2610,LENAPE REGIONAL,999,Districtwide Total,Black,93.66,142,133
2015,5,BURLINGTON,2610,LENAPE REGIONAL,999,Districtwide Total,Hispanic,88.89,54,48
2015,5,BURLINGTON,2610,LENAPE REGIONAL,999,Districtwide Total,Asian,98.78,82,81
2015,5,BURLINGTON,2610,LENAPE REGIONAL,999,Districtwide Total,American Indian,-,-,-
2015,5,BURLINGTON,2610,LENAPE REGIONAL,999,Districtwide Total,Native Hawaiian,-,-,-
2015,5,BURLINGTON,2610,LENAPE REGIONAL,999,Districtwide Total,Two or More Races,-,-,-
2015,5,BURLINGTON,2610,LENAPE REGIONAL,999,Districtwide Total,Limited English Proficiency,-,-,-
