COUNTY_ID,COUNTY_NAME,DISTRICT_ID,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,SUBGROUP,FOUR_YR_GRAD_RATE,FOUR_YR_ADJ_COHORT_COUNT,GRADUATED_COUNT
7,CAMDEN,4060,PENNSAUKEN TWP,50,PENNSAUKEN HIGH SCHOOL,Schoolwide,84.97,386,328
7,CAMDEN,4060,PENNSAUKEN TWP,999,Districtwide Total,White,87.88,66,58
7,CAMDEN,4060,PENNSAUKEN TWP,999,Districtwide Total,Black,87.07,116,101
7,CAMDEN,4060,PENNSAUKEN TWP,999,Districtwide Total,Hispanic,82.21,163,134
7,CAMDEN,4060,PENNSAUKEN TWP,999,Districtwide Total,Asian,87.18,39,34
7,CAMDEN,4060,PENNSAUKEN TWP,999,Districtwide Total,American Indian,-,-,-
7,CAMDEN,4060,PENNSAUKEN TWP,999,Districtwide Total,Native Hawaiian,-,-,-
7,CAMDEN,4060,PENNSAUKEN TWP,999,Districtwide Total,Two or More Races,-,-,-
7,CAMDEN,4060,PENNSAUKEN TWP,999,Districtwide Total,Limited English Proficiency,-,-,-
7,CAMDEN,4060,PENNSAUKEN TWP,999,Districtwide Total,Economically Disadvantaged,85.71,238,204
7,CAMDEN,4060,PENNSAUKEN TWP,999,Districtwide Total,Students with Disability,76.32,76,58
7,CAMDEN,4060,PENNSAUKEN TWP,999,Districtwide Total,Districtwide,84.97,386,328
7,CAMDEN,4110,PINE HILL BORO,10,OVERBROOK SENIOR HIGH SCHOOL,White,95.9,122,117
7,CAMDEN,4110,PINE HILL BORO,10,OVERBROOK SENIOR HIGH SCHOOL,Black,92.86,56,52
7,CAMDEN,4110,PINE HILL BORO,10,OVERBROOK SENIOR HIGH SCHOOL,Hispanic,-,-,-
7,CAMDEN,4110,PINE HILL BORO,10,OVERBROOK SENIOR HIGH SCHOOL,Asian,-,-,-
7,CAMDEN,4110,PINE HILL BORO,10,OVERBROOK SENIOR HIGH SCHOOL,American Indian,-,-,-
7,CAMDEN,4110,PINE HILL BORO,10,OVERBROOK SENIOR HIGH SCHOOL,Native Hawaiian,-,-,-
7,CAMDEN,4110,PINE HILL BORO,10,OVERBROOK SENIOR HIGH SCHOOL,Two or More Races,-,-,-
7,CAMDEN,4110,PINE HILL BORO,10,OVERBROOK SENIOR HIGH SCHOOL,Limited English Proficiency,-,-,-
7,CAMDEN,4110,PINE HILL BORO,10,OVERBROOK SENIOR HIGH SCHOOL,Economically Disadvantaged,90.43,94,85
7,CAMDEN,4110,PINE HILL BORO,10,OVERBROOK SENIOR HIGH SCHOOL,Students with Disability,92.31,52,48
7,CAMDEN,4110,PINE HILL BORO,10,OVERBROOK SENIOR HIGH SCHOOL,Schoolwide,93.98,216,203
7,CAMDEN,4110,PINE HILL BORO,999,Districtwide Total,White,95.9,122,117
7,CAMDEN,4110,PINE HILL BORO,999,Districtwide Total,Black,92.86,56,52
7,CAMDEN,4110,PINE HILL BORO,999,Districtwide Total,Hispanic,-,-,-
7,CAMDEN,4110,PINE HILL BORO,999,Districtwide Total,Asian,-,-,-
7,CAMDEN,4110,PINE HILL BORO,999,Districtwide Total,American Indian,-,-,-
7,CAMDEN,4110,PINE HILL BORO,999,Districtwide Total,Native Hawaiian,-,-,-
7,CAMDEN,4110,PINE HILL BORO,999,Districtwide Total,Two or More Races,-,-,-
7,CAMDEN,4110,PINE HILL BORO,999,Districtwide Total,Limited English Proficiency,-,-,-
7,CAMDEN,4110,PINE HILL BORO,999,Districtwide Total,Economically Disadvantaged,90.43,94,85
7,CAMDEN,4110,PINE HILL BORO,999,Districtwide Total,Students with Disability,92.31,52,48
7,CAMDEN,4110,PINE HILL BORO,999,Districtwide Total,Districtwide,93.98,216,203
7,CAMDEN,5035,STERLING HIGH SCHOOL DIST,50,STERLING HIGH SCHOOL,White,96.05,152,146
7,CAMDEN,5035,STERLING HIGH SCHOOL DIST,50,STERLING HIGH SCHOOL,Black,94.64,56,53
7,CAMDEN,5035,STERLING HIGH SCHOOL DIST,50,STERLING HIGH SCHOOL,Hispanic,-,-,-
7,CAMDEN,5035,STERLING HIGH SCHOOL DIST,50,STERLING HIGH SCHOOL,Asian,-,-,-
7,CAMDEN,5035,STERLING HIGH SCHOOL DIST,50,STERLING HIGH SCHOOL,American Indian,-,-,-
7,CAMDEN,5035,STERLING HIGH SCHOOL DIST,50,STERLING HIGH SCHOOL,Native Hawaiian,-,-,-
7,CAMDEN,5035,STERLING HIGH SCHOOL DIST,50,STERLING HIGH SCHOOL,Two or More Races,-,-,-
7,CAMDEN,5035,STERLING HIGH SCHOOL DIST,50,STERLING HIGH SCHOOL,Limited English Proficiency,-,-,-
7,CAMDEN,5035,STERLING HIGH SCHOOL DIST,50,STERLING HIGH SCHOOL,Economically Disadvantaged,95.77,71,68
7,CAMDEN,5035,STERLING HIGH SCHOOL DIST,50,STERLING HIGH SCHOOL,Students with Disability,90.7,43,39
7,CAMDEN,5035,STERLING HIGH SCHOOL DIST,50,STERLING HIGH SCHOOL,Schoolwide,96.3,243,234
7,CAMDEN,5035,STERLING HIGH SCHOOL DIST,999,Districtwide Total,White,96.05,152,146
7,CAMDEN,5035,STERLING HIGH SCHOOL DIST,999,Districtwide Total,Black,94.64,56,53
7,CAMDEN,5035,STERLING HIGH SCHOOL DIST,999,Districtwide Total,Hispanic,-,-,-
7,CAMDEN,5035,STERLING HIGH SCHOOL DIST,999,Districtwide Total,Asian,-,-,-
7,CAMDEN,5035,STERLING HIGH SCHOOL DIST,999,Districtwide Total,American Indian,-,-,-
7,CAMDEN,5035,STERLING HIGH SCHOOL DIST,999,Districtwide Total,Native Hawaiian,-,-,-
7,CAMDEN,5035,STERLING HIGH SCHOOL DIST,999,Districtwide Total,Two or More Races,-,-,-
7,CAMDEN,5035,STERLING HIGH SCHOOL DIST,999,Districtwide Total,Limited English Proficiency,-,-,-
7,CAMDEN,5035,STERLING HIGH SCHOOL DIST,999,Districtwide Total,Economically Disadvantaged,95.77,71,68
7,CAMDEN,5035,STERLING HIGH SCHOOL DIST,999,Districtwide Total,Students with Disability,90.7,43,39
7,CAMDEN,5035,STERLING HIGH SCHOOL DIST,999,Districtwide Total,Districtwide,96.3,243,234
7,CAMDEN,5820,WINSLOW TWP,10,WINSLOW TOWNSHIP HIGH SCHOOL,White,76.92,91,70
7,CAMDEN,5820,WINSLOW TWP,10,WINSLOW TOWNSHIP HIGH SCHOOL,Black,77.59,232,180
7,CAMDEN,5820,WINSLOW TWP,10,WINSLOW TOWNSHIP HIGH SCHOOL,Hispanic,-,-,-
7,CAMDEN,5820,WINSLOW TWP,10,WINSLOW TOWNSHIP HIGH SCHOOL,Asian,-,-,-
7,CAMDEN,5820,WINSLOW TWP,10,WINSLOW TOWNSHIP HIGH SCHOOL,American Indian,-,-,-
7,CAMDEN,5820,WINSLOW TWP,10,WINSLOW TOWNSHIP HIGH SCHOOL,Native Hawaiian,-,-,-
7,CAMDEN,5820,WINSLOW TWP,10,WINSLOW TOWNSHIP HIGH SCHOOL,Two or More Races,-,-,-
7,CAMDEN,5820,WINSLOW TWP,10,WINSLOW TOWNSHIP HIGH SCHOOL,Limited English Proficiency,-,-,-
7,CAMDEN,5820,WINSLOW TWP,10,WINSLOW TOWNSHIP HIGH SCHOOL,Economically Disadvantaged,72.19,169,122
7,CAMDEN,5820,WINSLOW TWP,10,WINSLOW TOWNSHIP HIGH SCHOOL,Students with Disability,62.5,56,35
7,CAMDEN,5820,WINSLOW TWP,10,WINSLOW TOWNSHIP HIGH SCHOOL,Schoolwide,78.83,359,283
7,CAMDEN,5820,WINSLOW TWP,999,Districtwide Total,White,76.92,91,70
7,CAMDEN,5820,WINSLOW TWP,999,Districtwide Total,Black,77.59,232,180
7,CAMDEN,5820,WINSLOW TWP,999,Districtwide Total,Hispanic,-,-,-
7,CAMDEN,5820,WINSLOW TWP,999,Districtwide Total,Asian,-,-,-
7,CAMDEN,5820,WINSLOW TWP,999,Districtwide Total,American Indian,-,-,-
7,CAMDEN,5820,WINSLOW TWP,999,Districtwide Total,Native Hawaiian,-,-,-
7,CAMDEN,5820,WINSLOW TWP,999,Districtwide Total,Two or More Races,-,-,-
7,CAMDEN,5820,WINSLOW TWP,999,Districtwide Total,Limited English Proficiency,-,-,-
7,CAMDEN,5820,WINSLOW TWP,999,Districtwide Total,Economically Disadvantaged,72.19,169,122
7,CAMDEN,5820,WINSLOW TWP,999,Districtwide Total,Students with Disability,62.5,56,35
7,CAMDEN,5820,WINSLOW TWP,999,Districtwide Total,Districtwide,78.83,359,283
9,CAPE MAY,720,CAPE MAY CO VOCATIONAL,30,CAPE MAY COUNTY TECHNICAL HIGH SCHOOL,White,96.77,124,120
9,CAPE MAY,720,CAPE MAY CO VOCATIONAL,30,CAPE MAY COUNTY TECHNICAL HIGH SCHOOL,Black,-,-,-
9,CAPE MAY,720,CAPE MAY CO VOCATIONAL,30,CAPE MAY COUNTY TECHNICAL HIGH SCHOOL,Hispanic,-,-,-
9,CAPE MAY,720,CAPE MAY CO VOCATIONAL,30,CAPE MAY COUNTY TECHNICAL HIGH SCHOOL,Asian,-,-,-
9,CAPE MAY,720,CAPE MAY CO VOCATIONAL,30,CAPE MAY COUNTY TECHNICAL HIGH SCHOOL,American Indian,-,-,-
9,CAPE MAY,720,CAPE MAY CO VOCATIONAL,30,CAPE MAY COUNTY TECHNICAL HIGH SCHOOL,Native Hawaiian,-,-,-
9,CAPE MAY,720,CAPE MAY CO VOCATIONAL,30,CAPE MAY COUNTY TECHNICAL HIGH SCHOOL,Two or More Races,-,-,-
9,CAPE MAY,720,CAPE MAY CO VOCATIONAL,30,CAPE MAY COUNTY TECHNICAL HIGH SCHOOL,Limited English Proficiency,-,-,-
9,CAPE MAY,720,CAPE MAY CO VOCATIONAL,30,CAPE MAY COUNTY TECHNICAL HIGH SCHOOL,Economically Disadvantaged,-,-,-
9,CAPE MAY,720,CAPE MAY CO VOCATIONAL,30,CAPE MAY COUNTY TECHNICAL HIGH SCHOOL,Students with Disability,-,-,-
9,CAPE MAY,720,CAPE MAY CO VOCATIONAL,30,CAPE MAY COUNTY TECHNICAL HIGH SCHOOL,Schoolwide,97.12,139,135
9,CAPE MAY,720,CAPE MAY CO VOCATIONAL,999,Districtwide Total,White,96.77,124,120
9,CAPE MAY,720,CAPE MAY CO VOCATIONAL,999,Districtwide Total,Black,-,-,-
9,CAPE MAY,720,CAPE MAY CO VOCATIONAL,999,Districtwide Total,Hispanic,-,-,-
9,CAPE MAY,720,CAPE MAY CO VOCATIONAL,999,Districtwide Total,Asian,-,-,-
9,CAPE MAY,720,CAPE MAY CO VOCATIONAL,999,Districtwide Total,American Indian,-,-,-
9,CAPE MAY,720,CAPE MAY CO VOCATIONAL,999,Districtwide Total,Native Hawaiian,-,-,-
9,CAPE MAY,720,CAPE MAY CO VOCATIONAL,999,Districtwide Total,Two or More Races,-,-,-
9,CAPE MAY,720,CAPE MAY CO VOCATIONAL,999,Districtwide Total,Limited English Proficiency,-,-,-
9,CAPE MAY,720,CAPE MAY CO VOCATIONAL,999,Districtwide Total,Economically Disadvantaged,-,-,-
9,CAPE MAY,720,CAPE MAY CO VOCATIONAL,999,Districtwide Total,Students with Disability,-,-,-
9,CAPE MAY,720,CAPE MAY CO VOCATIONAL,999,Districtwide Total,Districtwide,97.12,139,135
9,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,50,LOWER CAPE MAY REGIONAL HIGH SCHOOL,White,83.07,189,157
9,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,50,LOWER CAPE MAY REGIONAL HIGH SCHOOL,Black,-,-,-
9,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,50,LOWER CAPE MAY REGIONAL HIGH SCHOOL,Hispanic,-,-,-
9,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,50,LOWER CAPE MAY REGIONAL HIGH SCHOOL,Asian,-,-,-
9,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,50,LOWER CAPE MAY REGIONAL HIGH SCHOOL,American Indian,-,-,-
9,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,50,LOWER CAPE MAY REGIONAL HIGH SCHOOL,Native Hawaiian,-,-,-
9,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,50,LOWER CAPE MAY REGIONAL HIGH SCHOOL,Two or More Races,-,-,-
9,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,50,LOWER CAPE MAY REGIONAL HIGH SCHOOL,Limited English Proficiency,-,-,-
9,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,50,LOWER CAPE MAY REGIONAL HIGH SCHOOL,Economically Disadvantaged,74.73,91,68
9,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,50,LOWER CAPE MAY REGIONAL HIGH SCHOOL,Students with Disability,77.78,63,49
9,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,50,LOWER CAPE MAY REGIONAL HIGH SCHOOL,Schoolwide,81.17,223,181
9,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,999,Districtwide Total,White,83.07,189,157
9,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,999,Districtwide Total,Black,-,-,-
9,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,999,Districtwide Total,Hispanic,-,-,-
9,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,999,Districtwide Total,Asian,-,-,-
9,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,999,Districtwide Total,American Indian,-,-,-
9,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,999,Districtwide Total,Native Hawaiian,-,-,-
9,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,999,Districtwide Total,Two or More Races,-,-,-
9,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,999,Districtwide Total,Limited English Proficiency,-,-,-
9,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,999,Districtwide Total,Economically Disadvantaged,74.73,91,68
9,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,999,Districtwide Total,Students with Disability,77.78,63,49
9,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,999,Districtwide Total,Districtwide,81.17,223,181
9,CAPE MAY,3130,MIDDLE TWP,50,MIDDLE TOWNSHIP HIGH SCHOOL,White,82.67,150,124
9,CAPE MAY,3130,MIDDLE TWP,50,MIDDLE TOWNSHIP HIGH SCHOOL,Black,83.78,37,31
9,CAPE MAY,3130,MIDDLE TWP,50,MIDDLE TOWNSHIP HIGH SCHOOL,Hispanic,-,-,-
9,CAPE MAY,3130,MIDDLE TWP,50,MIDDLE TOWNSHIP HIGH SCHOOL,Asian,-,-,-
9,CAPE MAY,3130,MIDDLE TWP,50,MIDDLE TOWNSHIP HIGH SCHOOL,American Indian,-,-,-
9,CAPE MAY,3130,MIDDLE TWP,50,MIDDLE TOWNSHIP HIGH SCHOOL,Native Hawaiian,-,-,-
9,CAPE MAY,3130,MIDDLE TWP,50,MIDDLE TOWNSHIP HIGH SCHOOL,Two or More Races,-,-,-
9,CAPE MAY,3130,MIDDLE TWP,50,MIDDLE TOWNSHIP HIGH SCHOOL,Limited English Proficiency,-,-,-
9,CAPE MAY,3130,MIDDLE TWP,50,MIDDLE TOWNSHIP HIGH SCHOOL,Economically Disadvantaged,68.67,83,57
9,CAPE MAY,3130,MIDDLE TWP,50,MIDDLE TOWNSHIP HIGH SCHOOL,Students with Disability,69.49,59,41
9,CAPE MAY,3130,MIDDLE TWP,50,MIDDLE TOWNSHIP HIGH SCHOOL,Schoolwide,81.34,209,170
9,CAPE MAY,3130,MIDDLE TWP,999,Districtwide Total,White,82.67,150,124
9,CAPE MAY,3130,MIDDLE TWP,999,Districtwide Total,Black,83.78,37,31
9,CAPE MAY,3130,MIDDLE TWP,999,Districtwide Total,Hispanic,-,-,-
9,CAPE MAY,3130,MIDDLE TWP,999,Districtwide Total,Asian,-,-,-
9,CAPE MAY,3130,MIDDLE TWP,999,Districtwide Total,American Indian,-,-,-
9,CAPE MAY,3130,MIDDLE TWP,999,Districtwide Total,Native Hawaiian,-,-,-
9,CAPE MAY,3130,MIDDLE TWP,999,Districtwide Total,Two or More Races,-,-,-
9,CAPE MAY,3130,MIDDLE TWP,999,Districtwide Total,Limited English Proficiency,-,-,-
9,CAPE MAY,3130,MIDDLE TWP,999,Districtwide Total,Economically Disadvantaged,68.67,83,57
9,CAPE MAY,3130,MIDDLE TWP,999,Districtwide Total,Students with Disability,69.49,59,41
9,CAPE MAY,3130,MIDDLE TWP,999,Districtwide Total,Districtwide,81.34,209,170
9,CAPE MAY,3780,OCEAN CITY,50,OCEAN CITY HIGH SCHOOL,White,95.82,287,275
9,CAPE MAY,3780,OCEAN CITY,50,OCEAN CITY HIGH SCHOOL,Black,-,-,-
9,CAPE MAY,3780,OCEAN CITY,50,OCEAN CITY HIGH SCHOOL,Hispanic,-,-,-
9,CAPE MAY,3780,OCEAN CITY,50,OCEAN CITY HIGH SCHOOL,Asian,-,-,-
9,CAPE MAY,3780,OCEAN CITY,50,OCEAN CITY HIGH SCHOOL,American Indian,-,-,-
9,CAPE MAY,3780,OCEAN CITY,50,OCEAN CITY HIGH SCHOOL,Native Hawaiian,-,-,-
9,CAPE MAY,3780,OCEAN CITY,50,OCEAN CITY HIGH SCHOOL,Two or More Races,-,-,-
9,CAPE MAY,3780,OCEAN CITY,50,OCEAN CITY HIGH SCHOOL,Limited English Proficiency,-,-,-
9,CAPE MAY,3780,OCEAN CITY,50,OCEAN CITY HIGH SCHOOL,Economically Disadvantaged,89.36,47,42
9,CAPE MAY,3780,OCEAN CITY,50,OCEAN CITY HIGH SCHOOL,Students with Disability,81.82,44,36
9,CAPE MAY,3780,OCEAN CITY,50,OCEAN CITY HIGH SCHOOL,Schoolwide,95.22,314,299
9,CAPE MAY,3780,OCEAN CITY,999,Districtwide Total,White,95.82,287,275
9,CAPE MAY,3780,OCEAN CITY,999,Districtwide Total,Black,-,-,-
9,CAPE MAY,3780,OCEAN CITY,999,Districtwide Total,Hispanic,-,-,-
9,CAPE MAY,3780,OCEAN CITY,999,Districtwide Total,Asian,-,-,-
9,CAPE MAY,3780,OCEAN CITY,999,Districtwide Total,American Indian,-,-,-
9,CAPE MAY,3780,OCEAN CITY,999,Districtwide Total,Native Hawaiian,-,-,-
9,CAPE MAY,3780,OCEAN CITY,999,Districtwide Total,Two or More Races,-,-,-
9,CAPE MAY,3780,OCEAN CITY,999,Districtwide Total,Limited English Proficiency,-,-,-
9,CAPE MAY,3780,OCEAN CITY,999,Districtwide Total,Economically Disadvantaged,89.36,47,42
9,CAPE MAY,3780,OCEAN CITY,999,Districtwide Total,Students with Disability,81.82,44,36
9,CAPE MAY,3780,OCEAN CITY,999,Districtwide Total,Districtwide,95.22,314,299
9,CAPE MAY,5790,WILDWOOD CITY,50,WILDWOOD HIGH SCHOOL,White,77.78,36,28
9,CAPE MAY,5790,WILDWOOD CITY,50,WILDWOOD HIGH SCHOOL,Black,-,-,-
9,CAPE MAY,5790,WILDWOOD CITY,50,WILDWOOD HIGH SCHOOL,Hispanic,-,-,-
9,CAPE MAY,5790,WILDWOOD CITY,50,WILDWOOD HIGH SCHOOL,Asian,-,-,-
9,CAPE MAY,5790,WILDWOOD CITY,50,WILDWOOD HIGH SCHOOL,American Indian,-,-,-
9,CAPE MAY,5790,WILDWOOD CITY,50,WILDWOOD HIGH SCHOOL,Native Hawaiian,-,-,-
9,CAPE MAY,5790,WILDWOOD CITY,50,WILDWOOD HIGH SCHOOL,Two or More Races,-,-,-
9,CAPE MAY,5790,WILDWOOD CITY,50,WILDWOOD HIGH SCHOOL,Limited English Proficiency,-,-,-
9,CAPE MAY,5790,WILDWOOD CITY,50,WILDWOOD HIGH SCHOOL,Economically Disadvantaged,77.55,49,38
9,CAPE MAY,5790,WILDWOOD CITY,50,WILDWOOD HIGH SCHOOL,Students with Disability,-,-,-
9,CAPE MAY,5790,WILDWOOD CITY,50,WILDWOOD HIGH SCHOOL,Schoolwide,79.1,67,53
9,CAPE MAY,5790,WILDWOOD CITY,999,Districtwide Total,White,77.78,36,28
9,CAPE MAY,5790,WILDWOOD CITY,999,Districtwide Total,Black,-,-,-
9,CAPE MAY,5790,WILDWOOD CITY,999,Districtwide Total,Hispanic,-,-,-
9,CAPE MAY,5790,WILDWOOD CITY,999,Districtwide Total,Asian,-,-,-
9,CAPE MAY,5790,WILDWOOD CITY,999,Districtwide Total,American Indian,-,-,-
9,CAPE MAY,5790,WILDWOOD CITY,999,Districtwide Total,Native Hawaiian,-,-,-
9,CAPE MAY,5790,WILDWOOD CITY,999,Districtwide Total,Two or More Races,-,-,-
9,CAPE MAY,5790,WILDWOOD CITY,999,Districtwide Total,Limited English Proficiency,-,-,-
9,CAPE MAY,5790,WILDWOOD CITY,999,Districtwide Total,Economically Disadvantaged,77.55,49,38
9,CAPE MAY,5790,WILDWOOD CITY,999,Districtwide Total,Students with Disability,-,-,-
9,CAPE MAY,5790,WILDWOOD CITY,999,Districtwide Total,Districtwide,79.1,67,53
11,CUMBERLAND,540,BRIDGETON CITY,20,BRIDGETON HIGH SCHOOL,White,78.79,33,26
11,CUMBERLAND,540,BRIDGETON CITY,20,BRIDGETON HIGH SCHOOL,Black,77.23,101,78
11,CUMBERLAND,540,BRIDGETON CITY,20,BRIDGETON HIGH SCHOOL,Hispanic,80.81,172,139
11,CUMBERLAND,540,BRIDGETON CITY,20,BRIDGETON HIGH SCHOOL,Asian,-,-,-
11,CUMBERLAND,540,BRIDGETON CITY,20,BRIDGETON HIGH SCHOOL,American Indian,-,-,-
11,CUMBERLAND,540,BRIDGETON CITY,20,BRIDGETON HIGH SCHOOL,Native Hawaiian,-,-,-
11,CUMBERLAND,540,BRIDGETON CITY,20,BRIDGETON HIGH SCHOOL,Two or More Races,-,-,-
11,CUMBERLAND,540,BRIDGETON CITY,20,BRIDGETON HIGH SCHOOL,Limited English Proficiency,-,-,-
11,CUMBERLAND,540,BRIDGETON CITY,20,BRIDGETON HIGH SCHOOL,Economically Disadvantaged,81.6,250,204
11,CUMBERLAND,540,BRIDGETON CITY,20,BRIDGETON HIGH SCHOOL,Students with Disability,65.79,38,25
11,CUMBERLAND,540,BRIDGETON CITY,20,BRIDGETON HIGH SCHOOL,Schoolwide,78.78,311,245
11,CUMBERLAND,540,BRIDGETON CITY,999,Districtwide Total,White,78.79,33,26
11,CUMBERLAND,540,BRIDGETON CITY,999,Districtwide Total,Black,77.23,101,78
11,CUMBERLAND,540,BRIDGETON CITY,999,Districtwide Total,Hispanic,80.81,172,139
11,CUMBERLAND,540,BRIDGETON CITY,999,Districtwide Total,Asian,-,-,-
11,CUMBERLAND,540,BRIDGETON CITY,999,Districtwide Total,American Indian,-,-,-
11,CUMBERLAND,540,BRIDGETON CITY,999,Districtwide Total,Native Hawaiian,-,-,-
11,CUMBERLAND,540,BRIDGETON CITY,999,Districtwide Total,Two or More Races,-,-,-
11,CUMBERLAND,540,BRIDGETON CITY,999,Districtwide Total,Limited English Proficiency,-,-,-
11,CUMBERLAND,540,BRIDGETON CITY,999,Districtwide Total,Economically Disadvantaged,81.6,250,204
11,CUMBERLAND,540,BRIDGETON CITY,999,Districtwide Total,Students with Disability,65.79,38,25
11,CUMBERLAND,540,BRIDGETON CITY,999,Districtwide Total,Districtwide,78.78,311,245
11,CUMBERLAND,997,CUMBERLAND REGIONAL,30,CUMBERLAND REGIONAL HIGH SCHOOL,White,86.44,177,153
11,CUMBERLAND,997,CUMBERLAND REGIONAL,30,CUMBERLAND REGIONAL HIGH SCHOOL,Black,82.61,92,76
11,CUMBERLAND,997,CUMBERLAND REGIONAL,30,CUMBERLAND REGIONAL HIGH SCHOOL,Hispanic,93.75,48,45
11,CUMBERLAND,997,CUMBERLAND REGIONAL,30,CUMBERLAND REGIONAL HIGH SCHOOL,Asian,-,-,-
11,CUMBERLAND,997,CUMBERLAND REGIONAL,30,CUMBERLAND REGIONAL HIGH SCHOOL,American Indian,-,-,-
11,CUMBERLAND,997,CUMBERLAND REGIONAL,30,CUMBERLAND REGIONAL HIGH SCHOOL,Native Hawaiian,-,-,-
11,CUMBERLAND,997,CUMBERLAND REGIONAL,30,CUMBERLAND REGIONAL HIGH SCHOOL,Two or More Races,-,-,-
11,CUMBERLAND,997,CUMBERLAND REGIONAL,30,CUMBERLAND REGIONAL HIGH SCHOOL,Limited English Proficiency,-,-,-
11,CUMBERLAND,997,CUMBERLAND REGIONAL,30,CUMBERLAND REGIONAL HIGH SCHOOL,Economically Disadvantaged,82.22,135,111
11,CUMBERLAND,997,CUMBERLAND REGIONAL,30,CUMBERLAND REGIONAL HIGH SCHOOL,Students with Disability,71.62,74,53
11,CUMBERLAND,997,CUMBERLAND REGIONAL,30,CUMBERLAND REGIONAL HIGH SCHOOL,Schoolwide,86.53,334,289
11,CUMBERLAND,997,CUMBERLAND REGIONAL,999,Districtwide Total,White,86.44,177,153
11,CUMBERLAND,997,CUMBERLAND REGIONAL,999,Districtwide Total,Black,82.61,92,76
11,CUMBERLAND,997,CUMBERLAND REGIONAL,999,Districtwide Total,Hispanic,93.75,48,45
11,CUMBERLAND,997,CUMBERLAND REGIONAL,999,Districtwide Total,Asian,-,-,-
11,CUMBERLAND,997,CUMBERLAND REGIONAL,999,Districtwide Total,American Indian,-,-,-
11,CUMBERLAND,997,CUMBERLAND REGIONAL,999,Districtwide Total,Native Hawaiian,-,-,-
11,CUMBERLAND,997,CUMBERLAND REGIONAL,999,Districtwide Total,Two or More Races,-,-,-
11,CUMBERLAND,997,CUMBERLAND REGIONAL,999,Districtwide Total,Limited English Proficiency,-,-,-
11,CUMBERLAND,997,CUMBERLAND REGIONAL,999,Districtwide Total,Economically Disadvantaged,82.22,135,111
11,CUMBERLAND,997,CUMBERLAND REGIONAL,999,Districtwide Total,Students with Disability,71.62,74,53
11,CUMBERLAND,997,CUMBERLAND REGIONAL,999,Districtwide Total,Districtwide,86.53,334,289
11,CUMBERLAND,3230,MILLVILLE CITY,50,MILLVILLE SENIOR HIGH SCHOOL,White,92.49,253,234
11,CUMBERLAND,3230,MILLVILLE CITY,50,MILLVILLE SENIOR HIGH SCHOOL,Black,87.6,121,106
11,CUMBERLAND,3230,MILLVILLE CITY,50,MILLVILLE SENIOR HIGH SCHOOL,Hispanic,88.41,69,61
11,CUMBERLAND,3230,MILLVILLE CITY,50,MILLVILLE SENIOR HIGH SCHOOL,Asian,-,-,-
11,CUMBERLAND,3230,MILLVILLE CITY,50,MILLVILLE SENIOR HIGH SCHOOL,American Indian,-,-,-
11,CUMBERLAND,3230,MILLVILLE CITY,50,MILLVILLE SENIOR HIGH SCHOOL,Native Hawaiian,-,-,-
11,CUMBERLAND,3230,MILLVILLE CITY,50,MILLVILLE SENIOR HIGH SCHOOL,Two or More Races,-,-,-
11,CUMBERLAND,3230,MILLVILLE CITY,50,MILLVILLE SENIOR HIGH SCHOOL,Limited English Proficiency,-,-,-
11,CUMBERLAND,3230,MILLVILLE CITY,50,MILLVILLE SENIOR HIGH SCHOOL,Economically Disadvantaged,88.12,261,230
11,CUMBERLAND,3230,MILLVILLE CITY,50,MILLVILLE SENIOR HIGH SCHOOL,Students with Disability,77,100,77
11,CUMBERLAND,3230,MILLVILLE CITY,50,MILLVILLE SENIOR HIGH SCHOOL,Schoolwide,90.77,455,413
11,CUMBERLAND,3230,MILLVILLE CITY,999,Districtwide Total,White,92.49,253,234
11,CUMBERLAND,3230,MILLVILLE CITY,999,Districtwide Total,Black,87.6,121,106
11,CUMBERLAND,3230,MILLVILLE CITY,999,Districtwide Total,Hispanic,88.41,69,61
11,CUMBERLAND,3230,MILLVILLE CITY,999,Districtwide Total,Asian,-,-,-
11,CUMBERLAND,3230,MILLVILLE CITY,999,Districtwide Total,American Indian,-,-,-
